Address;Text;Date;Stars
Невский просп., 48;Супер магазин, найдете все) и по приемлемой цене. Есть готовые блюда, если проголодался, то можно зайти и перекусить)))в магазин можно зайти с трёх сторон, с Невского, итальянский и из магазина Пассаж, спуститься на лифте.;4 июля 2022;5
Невский просп., 48;Вкусный и недорогой отдел готовой еды. Есть места для приема пищи и раковина для мытья рук перед едой.;7 августа;5
Невский просп., 48;Отличный магазин. Большой выбор готовых блюд, все свежее и вкусное!;30 марта;5
Невский просп., 48;Отличный магазин Спар, очень большой, отличный ассортимент и удобные места для перекуса. На территории магазина есть аптека, небольшие магазинчик с сувенирамм и туалет.;17 июня 2022;5
Невский просп., 48;Вкусная готовая еда.Есть зоны для приёма пищи.Приятные цены. Всем рекомендую.;29 июня;5
Невский просп., 48;Огромный магазин с не обычным расположением и не обычной архитектурой внутри,зайти посмотреть нужно,большой ассортимент кулинарии и места для того,что купленную еду съесть.;10 декабря 2022;5
Невский просп., 48;Выбор шикарный. Есть и готовая продукция и полуфабрикаты. Цены приемлемые. Просто даже приятно зайти и что-то купить.;16 февраля;5
Невский просп., 48;Супермаркет достаточно большим выбором продуктов. Плюс данного магазина- это в его многофункциональности: и продукты купил и поел если проголодался. Из минусов- это не совсем полезная еда. То что мы пробовали в готовой продукции было очень жирным и тяжелым для желудка. Пицца хороша, когда только из печи, суши не совсем стандартные в плане приготовления) В магазине очень неплохой выбор сыров, но колбасу я там не смогла выбрать. Кассы самообслуживания выручают, если работают не все кассы и не хочется стоять в очереди.;15 января 2022;4
Невский просп., 48;Выбор товаров разнообразные. Расположен на Невском проспекте, очень удобно для туристов. Можно также пообедать;19 января;5
Невский просп., 48;Выбор товаров на любой вкус. Качество хорошее. Кулинария на вкус и цвет, кому что нравиться. Персонал вежливый и готовый помочь. Расположение удобное;23 августа 2022;5
Невский просп., 48;Любимый магазин, можно найти почти любые продукты. Всегда есть готовая еда, что очень удобно. И прикольно то, что кассы с двух сторон.;9 января;5
Невский просп., 48;Топ-супермаркет еды на Невском. Больше всего люблю сюда зайти во время вечерней или ночной прогулки. Дешёвая и относительно хорошая домашняя еда. Поставки из своего мясокомбината - колбасы хороши.;8 июля 2022;5
Невский просп., 48;Суперр магазин! Огромный выбор товаров хорошего качества. Разнообразие продуктов готовых к употреблению. Удобное расположение.;5 января;5
Невский просп., 48;Заведение очень длинное. Не самые дорогие цены, что радует. Очень большой выбор, просто гигантский.Но вкус у здешних напитков пока не радует, надеюсь, просто не везёт.;26 февраля;4
Невский просп., 48;В центре города супермаркет. Большой, выбор не маленький. Очень удобно;16 июня;5
Невский просп., 48;Евроспар сменил Лэнд и это здравое решение, хотя Лэнд, когда то был любимым из сетевых гипермаркетов. Евроспар на уровне, очень качественный отдел с готовой едой, различные водки, пасты, блюда на углях и т. д. Шикарный выбор воды, особенно итальянской, Medici по 59 руб., хороший выбор овощей и фруктов, но мои фавориты, это форель и лосось слабой соли их собственного производства, это просто что- то с чем, ни с одной форелью в вакууме не сравнить даже близко, это небо и земля! Забыл добавит про вышеоленных вежливых продавцов, которые всегда помогут и подскажут. Браво!;1 февраля 2022;5
Невский просп., 48;Классный магазин где есть все. Он просто огромный с большой кулинарией,где доступные цены и очень вкусно! Советую для посещения.;20 октября 2022;5
Невский просп., 48;Большой магазин, очень много своей кулинарии на разный лад. Особенно, когда, ты забыла готовую еду дома, если работаешь рядом. Есть скамейки и столы, можно быстро перекусить. Туалет по коду на чеке от любой покупки. Чтобы не наращивать бомжей. Всегда много людей в часы пик. Но ценники частенько не соответствует действительности. А также фрукты и овоши не имеет цен. Нужно внимательно проверять. Кассы самообслуживания на каждом углу. Однажды охранник меня остановил, не поверив, что я оплатила. Я показала ему чек онлайн. Если вы зарегистрированы в приложении магазина, можно переводить чеки на почту и не портить бумагу. Так что без обид, это их работа.;12 октября 2021;4
Невский просп., 48;Магазин понравился, ассортимент большой, готовые блюда брали, нам понравились. Советую к посещению.;30 июня;5
Невский просп., 48;"Заведение хорошее. Мне нравится принцип ""шведского стола"". Готовят не всегда вкусно. Супы у них иногда прокисают, но они продолжают его продавать. Чувствуется расхлябанное пофигистичное отношение персонала к работе. У них нет дисциплины (это преимущественно кавказская национальность). Эта развязанность отталкивает. Примите на работу славянский персонал и продажи увеличатся. В зоне ""домашняя кухня"" просто жесть. Помимо того, что там почти никогда никого нет, когда появляются, то это следующий квест для восприятия. Кавказские женщины плохо соображают, что нельзя прямо при покупателе отламывать кусок от еды и и тут же есть его (реальное бескультурие и этот кусок уже не хочется покупать). Там, где товар на вес - ценники часто не совпадают и они завешивают по большей цене. Если им об этом сказать, они не понимают как исправить эту ""ошибку"". Там какие-то создания, толи не понимают по русски, толи просто плохое образование и воспитание. Возьмите на работу славян и продажи увеличатся.";10 февраля 2022;4
Невский просп., 48;Работаю недалеко, хожу сюда часто на обед. Еда в принципе нормальная, но кассы… В час пик работает 2 кассы и если у тебя наличка, то можешь простоять в очереди 15 минут и более. Девушка блондинка кассир, очень грубая и хамит. Без сдачи считаешь ей мелочь, а она ещё и недовольна, фыркает и говорит тихо « ой все». Это неприятно знаете ли, с учетом того что очередь я не задерживала. Не рекомендую данное место.;6 января;1
Невский просп., 48;в целом - неплохое расположение, довольно удобный формат магазинано на кассе работают хамки)) (женщина с холодным блондом, длинные волосы, в возрасте)на приподнятом и веселом настроении покупали с подругой вино, после посиделки этажом выше. подруга в шутку сказала: «ой, как будто ты только что выпила!))», на что кассир: «вот именно!…. ой, простите, вырвалось:) не хотела обидеть, просто вырвалось:))»по-честному, лучше пройдусь за вином подольше, чем куплю в магазине, где персонал не умеет держать себя в руках)не думала, что в центре петербурга встретятся такие приколы😬;7 мая 2022;1
Невский просп., 48;Готовая еда конечно не сравнится с домашней, но она все равно вкусная и очень выручает в вечерние будни после работы. Спасибо спару за это);16 января;5
Невский просп., 48;Огонь! Для бюджетных туристов покушать сытно и недорого - просто находка!;10 июля;5
Невский просп., 48;Очень удачный магазин, место, где можно недорого поесть в любое время дня, рай для туриста, но можно и прикупить продукты по довольно недорогим ценам;10 июля 2022;4
Невский просп., 48;Интересный магазин, и место хорошее. А наличие столов и микроволновок делает место просто бомбой в обеденное время. Места маловато.;19 февраля;4
Невский просп., 48;Хороший магазин, можно и продуктов купить и поесть или перекусить. Кулинария на любой вкус, выбор огромный. Вкусно. Удобно. Чисто. Кассиры вежливые!;6 июля 2022;5
Невский просп., 48;Супер кулинария, есть столики, одноразовая посуда и раковина для мытья рук. Это очень важно, так как туалет в ту стоит 50р;4 августа;5
Невский просп., 48;Охрана выгоняла нас из круглосуточного спара, говоря что спар закрыт, хоть мы и были пьяны но я понимал что выгонять нас он не должен был.;6 августа;5
Невский просп., 48;В основном, наш выбор дома это Глобус. Евроспар - как неплохая альтернатива! Есть много хороших продуктов, в том числе и обширная кулинария и неплохая собственная кондитерская! Супер! 👍;16 июля 2022;5
Невский просп., 48;Во время отдыха в СПб, ходили сюда как в кафе. Очень большой выбор готовой еды, все очень вкусно и недорого. Большое спасибо команде магазина!;28 июля 2022;5
Невский просп., 48;Полностью отвратительный магазин, со служебного коридора на всю итальянскую стоит вонь тухляком, когда завозят продукты, туалет платный, контингент стремный.;23 августа;1
Невский просп., 48;широкий выбор товаров, протяженная галерея прилавков с отдельным продавцом в каждом отделе. Отпускают шустро, большая часть магазина секции разнообразного готового питания на вынос, сразу после кассы барные стойки для приема этой же пищи.;21 февраля 2022;5
Невский просп., 48;Любимый супермаркет! Большой выбор фруктов, готовых блюд, всё свежее, горячее!;17 марта;5
Невский просп., 48;Кажется, это лучшее место для покупки продуктов и готовой еды на Невском от Адмиралтейства до Аничкова. Огромный выбор продуктов, много блюд по фиксированной цене, сквозной проход с Невского на Итальянскую.;27 июля 2022;5
Невский просп., 48;Хороший универмаг, большой выбор товаров на любой кошелек. Огромный выбор готовых блюд. Брали холодец- отличный, но не бюджетно. Чисто. В карте большого смысла нет, особых привилегий не предоставляет.;7 февраля 2022;5
Невский просп., 48;Вывески с улицы почти не видно — это единственный недостаток. Магазин очень большой, с огромным ассортиментом продуктов и прекрасной кулинарии на любой вкус. Есть, где поесть )))))В общем рекомендую! 👌;17 мая 2022;5
Невский просп., 48;Пожалуй, лучший Спар в СПб. Отличная кулинария, свежие продукты и доставка радует. Один из немногих магазинов, кто возит чуть за КАД, за что отдельное спасибо );25 апреля 2022;5
Невский просп., 48;Все хорошо, но будьте готовы побороться за свободный столик в обеденное и вечернее время, все забито под завязку :);4 августа;5
Невский просп., 48;Большой ассортимент, все здорово, но .... постоянно не хватает кассиров из-за этого скапливаются большие очереди, приходится подолгу ждать. Кассиры очень уставшие задают вопрос, даже когда уже ответил на него - это говорит о том что они перегружены работой. В отделе рыбы - мяса зачастую подолгу никого нет. Порой сотрудники больше заняты диалогами друг с другом, чем с покупателями. В остальном отличный магазин.;27 октября 2022;3
Невский просп., 48;Плюсы: большая кулинария, кафе, огромный ассортимент блюд и готовой едыМинусы: для магазина общепита не нашел;25 февраля;5
Невский просп., 48;Кулинария весьма средняя. Блюда пересолены, гриль оставляет желать лучшего. Выпечка неплохая;28 августа;3
Невский просп., 48;Бюджетный магазин с большим ассортиментом товаров, что очень нужно в центре!;26 августа;5
Невский просп., 48;Отличный магазин с хорошим ассортиментом. На мой взгляд - один из лучших в этой локации (центр - Невский проспект). Когда бываю в Питере - закупаюсь в основном тут.;31 июля;5
Невский просп., 48;Отличный магазинчик, как и все спары с огромным ассортиментом с горячей едой которую готовят прям там) есть всё что нужно и всё что не нужно!);3 января;5
Невский просп., 48;Отличный магазин со свежей продукцией, расположение хорошее, выбор товаров прост, касс много, есть кассы самообслуживания, поэтому очередей не много, персонал всегда готов помочь;19 июня 2022;5
Невский просп., 48;Из супермаркетов города один из лучших, широкий ассортимент, хотя бы есть что купить. Даже не сравниваем с магнитом и пятерками,Дикси.;9 февраля;5
Невский просп., 48;Отличный магазин в самом центре Невского. Огромный выбор еды. Приемлимые цены. Вежливый персонал. Рекомендую !!!;12 декабря 2022;5
Невский просп., 48;Хороший магазин. Есть фуд-корт. Цены немного выше среднего. Отличная кулинария. Большой ассортимент товаров. Людей много, но обслуживание покупателей очень быстрое.;9 мая 2022;5
Невский просп., 48;Очень классный! Отличная кулинария: качественно и недорого! Можно здесь же и перекусить. Рада, что и у нас такой супермаркет появился, раньше подобные встречала только за рубежом, там они очень распространены. Цены на продукты такие же как везде: что-то даже дешевле.;2 октября 2021;5
Невский просп., 48;Огромный выбор, все вкусно и аккуратно, цены думаю приемлемы;26 апреля;5
Невский просп., 48;Качество на высшем уровне. В отпуске покупаем только в этом магазине. Есть все, голодным точно не останешься) Продукция вся свежая и вкусная. Всем советую...;25 февраля;5
Невский просп., 48;Мне очень понравился там. И чисто, большой выбор, и вкусно.;3 июня;5
Невский просп., 48;Хороший магазин в котором есть все . Огромный выбор готовой продукции, отзывчивый персонал, много мест для вашей трапезы .Порадовало , что много касс!;8 августа;5
Невский просп., 48;Я не понимаю существования этого супермаркета, химия тщетное количество, зато кулинария там обширная, если вы захотите купить домой элементарное в дом - это явно не там отовариваться.;21 мая;1
Невский просп., 48;Отличное место! Вкусно можно перекусить и недорого, советую!;15 мая;5
Невский просп., 48;Нусс приступим) товары широкого потребления меня не интересовали, разве что напитки, есть из чего выбрать. Расскажу про местную кулинарию) очень понравилось в первую очередь то, что можно купить и покушать там же. От количества блюд разбегаются глаза, вот уж куда можно смело идти голодным- обязательно найдете вкусности по своему желанию) я любитель супов и салатов мне понравилось всё, что удалось попробовать, жаль времени мало было) в следующий раз обязательно буду кушать там, мне нужно попробовать всё) категорически рекомендую!);21 января 2022;5
Невский просп., 48;Хороший магазин в центре туристической улицы. И продукты купить, если живете в квартире и перекусить в гостиницу можно взять готовой еды. Правда, летом стали хуже готовить роллы. Пересушенные. Если не обращать на это внимания - однозначно хороший супермаркет.;11 августа 2022;5
Невский просп., 48;Бывает очень много народа, приходится толкаться, так как помещение узкое, бывает очередь на выдачу и на кассе, по ассортименту норм;31 июля;4
Невский просп., 48;Эпохальное и историческое местечко. SPAR радует широким ассортиментом и добротной едой собственного приготовления. Приятно зайти сюда после рабочего дня. Из минусов: порой куда-то исчезают сотрудники, и приходится долго стоять на кассе;9 июня 2022;4
Невский просп., 48;Самый крутой выбор кулинарии. От привычных всем салатов, до вока и суши.;17 марта;5
Невский просп., 48;Частенько сюда прихожу, много интересного можно приобрести. Всё свежее, готовят вкусно. Рада, что спар вернулся в Петербург.;9 сентября 2022;5
Невский просп., 48;Хороший магазин, много разных продуктов и готовой еды. Но мало бытовой химии;9 августа;4
Невский просп., 48;Магазин отличный. Обратите внимание на персонал, сегодня 21.06 в отделе готовой продукцми. Ужасное обслуживание. Очередь. Люди ждали. Сотрудник видя, делала свои дела еще и нахамила. Можкт таким сотрудникам ни место в таком магазине. Понятно проходимость большая. Но это ни дает повода так грубо разговаривать с покуупателем. Обожаю Питер такое впервые. Очень обидно, чтоп после такого обслуживания желание пропадает идти к вам. Хотя приехали из другого района.и повторюсь один из лучших магазинов, но обслуживание в этом отделе. Оставляет желать лучшего. Швырнула контейер и пошла дальше.. Только за такого сотрудника такая оценка.;22 июня 2022;1
Невский просп., 48;Огромный выбор еды на любой вкус.Все вкусно.Гости Питера,забегайте!!!!;24 августа;5
Невский просп., 48;Очень понравился бесконечный ряд ломящихся прилавков. Здесь можно найти почти все что нужно;2 мая;5
Невский просп., 48;Очень много готовой еды!!! Самый мой любимый на свете магазин с готовой едой. Можно купить и погреть там же, есть раковина для мытья рук, приборы, соль, перец, даже к роллам соевый соус бесплатно!!! Запасайтесь аппетитом!!!;15 сентября 2022;5
Невский просп., 48;В центре Питера самый лучший и качественный ассортимент продуктов;27 апреля;5
Невский просп., 48;Хороший ассортимент и вежливый персонал. Много народу в выходные.;16 августа;4
Невский просп., 48;"Шикарная кулинария. Аппетитно выглядит, приемлемые цены. Подкупают сегменты открытой кухни, где можно увидеть процесс приготовления. Ещё один плюс- возможность продегустировать продукцию прямо в магазине. Уютные зоны по типу ""кафе""так и манят к себе. А еще заслуживает внимания удивительная свежесть, а главное- спелость фруктов, которые можно купить в виде микса , готового к употреблению прямо сейчас.";23 мая 2021;5
Невский просп., 48;Широкий ассортимент. Соответствие цена-качество. Доброжелательный услужливый персонал . Удобное расположение в центре города . Отсутствие очередей даже в часы-пик . Рекомендовано к посещению .;16 апреля 2022;5
Невский просп., 48;Eurospar - честно, лучшие магазины, которые я когда-либо видела. Домашняя кухня - вкусная, цены - низкие (!), внутри ну очень уютно, есть туалет, места, где можно посидеть и поесть, микроволновые печи и огромный ассортимент товаров. Советую);26 октября 2021;5
Невский просп., 48;Выручает, работает круглосуточно, выбор готовой еды очень хороший;30 июля;5
Невский просп., 48;Магазин супер, выбор фруктов и готовых продуктов порадовал, фрукты экзотические а цены обычные , а не наоборот );5 февраля;5
Невский просп., 48;Самый любимый магазин на Невском. Цены, качество товаров и продуктов на высоте. Огромный выбор готовой еды, на любой вкус и кошелёк.;6 августа;5
Невский просп., 48;Постоянные клиенты, нравится разнообразие, но не все вкусно, надо пробовать.;8 июля;5
Невский просп., 48;нормально, но я не понимаю, что на витринах делают продукты с истекшим сроком годностименя попросили их не покупать, но убирать куда-то не стали спасибо, что предупредили;5 мая;4
Невский просп., 48;Минусы - узкие пространства вдоль магазина нужно тереться с другими посетителями, Запах в некоторых частях магазина не приятныйПлюсы- музыка, качество блюд, удобства покупать на кассах самообслуживания;3 марта;4
Невский просп., 48;По 20 минут ждёшь хоть одного сотрудника после полуночи, никого нет, приходится бегать искать по магазину, в этот момент уже очередь на кассах и куча висящих касс самообслуживания;20 августа;1
Невский просп., 48;Отличный магазин можно купить Продукты и готовлю еду и поесть прямо там и плов узбекский и суши и салаты и рыбу и мясо все что душе угодно . Очень хорошее расположение можно сказать цент невского;16 мая 2022;5
Невский просп., 48;Увидела ролик в инсте и решила сходить посмотреть ,что за место. Место не однозначное ... Сама идея на все 💯 классная . Но запах ту;10 июня;3
Невский просп., 48;Это лучший магазин изо всех сетей по России. и почему только в регионах их нет((( рыбка красная нарезаная - это же проосто песня. очень нравится выбор готовых блюд. хочешь роллы, хочешь плов с бараниной, а хочешь и диетические фрикадельки на пару. 10/10!!!;23 августа 2022;5
Невский просп., 48;Магазин с хорошим ассортиментом, очень вкусно пекут в пекарне, особенно пиццу. Вообще, у них много кулинарии своего производства и она очень вкусная и качественная. Хороший кофе, приятный персонал, в магазине чисто, европейский уровень. Цены средние по городу.;7 октября 2021;5
Невский просп., 48;Довольно таки вкусно готовят. Брали салаты, курицу с ананасом, курицу и баклажаны.;7 августа;5
Невский просп., 48;Сегодня были в данном магазине , хотели купить сметанник , но обнаружили в данном товаре насекомое (комара) мы подошли к сотрудникам данного магазина они попытались скрыть данный товар и сначала не отдавали нам его , потом подошли к кассиру показали она взяла и сразу спрятала его в кассу и сказал большое спасибо , что никому не сообщили , я был просто в шоке от такого отношения сотрудников к качеству товаров в данном магазине . И все же мы купили там напиток Черноголовка Байкал и только дома обнаружили , что на нём стёрт срок годности . Фото со сметанником и с напитком я приложу в данном отзыве . Прошу в кратчайшие сроки руководство данной сети разобраться в данной ситуации и предоставить обратную связь о данной проблеме . Мы уже позвонили и по горячему номеру данной сети магазинов и сообщили о данной ситуации . В противном случае я буду вынужден обратится в Роспотребнадзор для проведения проверок в данном магазине и принятию мер .;1 августа;1
Невский просп., 48;"Хороший ""длинный"" магазин, где можно и пива попить в спец отведённых для этого местах.";13 июня;5
Невский просп., 48;Это просто кошмар! Купила здесь роллы и отравилась на следующий день! Никому не рекомендую сюда приходить, ради вашего же здоровья!;4 июля;1
Невский просп., 48;Очень большой магазин, где можно найти почти все)))самое приятное, что находиться на Невском и там же можно перекусить.;3 декабря 2022;5
Невский просп., 48;Хороший магазин. Особенно ряд с готовой едой. Плов в казане очень вкусный. Есть место где вкусить всех этих явств.;21 января;5
Владимирский просп., 19;Удобное расположение магазина, рядом метро, автобусные остановки. Широкий ассортимент товаров.Отдельно порадовала готовая еда- все свежее, цены недорогие,суп 85 р за 300 мл, горячее(куриные нагетсы) по 460 р за кг, к примеру в Челябинске горячее , те же нагетсы, стоит 690 р за кг и выбор гораздо меньше. Большой выбор блюд, для туристов и кто в командировке очень удобно. Можно поесть на футкорте или взять с собой. Качественный кофе, много разных десертов. Очень вежливый персонал. На кассе самообслуживания всегда помогут, подскажут! Нас из выпечки выручали сосиски в тесте и круассаны!;6 августа;5
Владимирский просп., 19;Выбор товаров большой, есть как обычные продукты и большой выбор алкоголя всех ценовых категорий, так и разнообразная домашняя кухня (супы, шашлык и другое мясо, плов, пицца, шаверма, роллы, вок, салаты, домашняя еда - картошка, мясо, курица и так далее). Многое нравится, довольно вкусное и свежее, но иногда (чаще под вечер) сухое, не очень товарного вида, с жирными пятнами на упаковке. Две зоны, где можно поесть - одна прямо в магазине, другая над ним, в торговом центре. Та, которая сверху, довольно аккуратная, есть микроволновка и бесплатные приборы, но не очень удобные стулья. Другая ужасно неопрятная. Туалет есть, но туда не войти: грязно, запах, нет бумаги, переполненные мусорные вëдра, даже за ручку двери браться противно. Раковина тоже грязная, туда постоянно кто-то харкает и сморкается. По зоне со столиками часто ходят бомжи, попрошайничают или просто сидят и едят что-то очень вонючее, сами воняют. С потолка иногда капает вода, столы чаще всего грязные, многие оставляют свой мусор прямо там и не выкидывают. Запах не очень приятный, надоедливая аудиореклама и музыка. Также очень воняет на входе сзади (со стороны улицы Рубинштейна). Как-то раз стала свидетелем собеседования на работу в магазин - оно проходило прямо в этой зоне, чуть ли не стоя, пришла женщина в фартуке и поговорила с нанимающимся человеком. Впечатления смешанные, с одной стороны часто сюда хожу, потому что близко и еда нормального качества, с другой - противно тут есть и иногда даже находиться.;18 августа;2
Владимирский просп., 19;Обычный супер маркет средней руки. Неплохая молочка под маркой Евроспара. Большой выбор фруктов и овощей. Всегда очереди в кассы, я пользуюсь кассами самообслуживания (мне очень удобно). Очень большая кулинария, работает как навынос, так можно поесть и на месте (для этого всë есть), пользуется популярностью, особенно у молодëжи и туристов. Персонал - на кого попадëшь, но в целом доброжелательный. Есть собственный туалет (одна кабинка, поэтому обычно очереди).;15 июля;4
Владимирский просп., 19;Отличный магазин, всем рекомендую посетить его, отметить хотелось-бы мясной отдел где мясо всегда свежее... в ассортименте как виды мяса- говядины, баранины и свинины, так и отруба всех видов... и ещё не мало важный момент, мясо привозят в магазин в полутушах, что исключает возможность обработки его спец. смесями для увеличения веса и продления сроков хранения, в сетевых магазинах такого мяса не найдете, это факт! можно конечно на рынках, но мы все знаем какие там цены, а качество продукции не отличается. Ранее жил на улице Марата, было удобно ходить в Eurospar, сейчас переехал, но... на Владимирский Eurospar за покупками езжу как на праздник 🎉🎊🎁😊;28 августа;5
Владимирский просп., 19;Огромный ассортимент товаров по доступной цене и хорошего качества. В самом магазине есть точки горячего питания, где можно купить и каши, и суши, и шашлык, и салаты, и выпечку разную, чай, кофе. После оплаты можно перекусить в специально отведённой для этого зоне, где имеется вода, мыло, микроволновка, одноразовая посуда и туалет. Есть кассы безналичной оплаты. Расположение удачное, рядом станция метро, отель Достоевский, в 300 м Невский проспект.;21 апреля;5
Владимирский просп., 19;Для туристов и жителей города магазин-выручалочка! Есть и продукты и бытовая химия, и предметы первой необходимости. Кулинария свежая и вкусная, ассортимент на все вкусы и различные этнические группы. Большая и чистая зона для приёма пищи, есть даже рукомойник и микроволновка! Цены приемлемы, обслуживание быстрое и уважительное, рекомендую!;25 августа;5
Владимирский просп., 19;В Eurospar бываю во время поездок, поэтому оцениваю его с точки зрения туриста. И как турист ставлю 5 баллов, так как все необходимое для вкусного ужина там есть. Это разнообразные колбасы и сыры, которые для вас нарежут, как угодно, хоть два кусочка и готовая еда. Брали жареную курицу, витаминные салатики, винегрет, все вполне вкусно. Кстати, поесть можно непосредственно в магазине, там стоят столы и высокие стулья. Это вполне удобно. Знаю людей, которые предпочитают перекусить в Eurospar, а не в кафе. Выбор готовой еды достаточно большой. Про выпечку: специально ходили за жареными пирожками и калитками с брусникой. Цены стандартные для супермаркетов, есть товары со скидками, как везде. Персонал достаточно приветливый. В Eurospar на Владимирском проспекте можно зайти с центрального входа, а можно и через двор с улицы Рубинштейна. В целом хороший современный супермаркет.;8 июня;5
