Link;Name_of_review;Date;Advantages;Disadvantages;Main_text;Overall_assessment;Assortment;Prices;Delivery;Availability;Service;isRecommended
https://otzovik.com/review_2547550.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - По качеству продукции превратился в магазин для нищих, только цены как для олигархов...";28.10.2015;Много супермаркетов, легко добираться.;Обслуживание, качество продуктов, цены неадекватные почти на все.;"Еще пару лет назад, до кризиса, в любых супермаркетах Пятерочка можно было купить что то качественное, по приемлемой цене, обслуживание было нормальным. Но, сейчас ситуация со всем этим просто ужасная, при чем от магазина и его расположения это не зависит. Тому доказательством могут послужить и некоторые из моих отзывов оставленные о товарах купленных в Пятерочке в Ростове-на-дону. Кризис который в очередной раз душит обычного потребителя, вытягивает с него все деньги в замен дает лишь понимание того, что не стоит ни чему верить. Всюду сплошной обман, жажда наживы на простых потребителях царит в головах предпринимателей. Они же в свою очередь пытаются продвинуть на наши полки третьесортные продукты под видом нормальных задрав на них цену. Примеры можно приводить до бесконечности, нарушений в магазинах просто не счесть. По причине очередного явного нарушения я и решил оставить отзыв о супермаркете Пятерочка. Это была последняя капля. Покупал хлеб именующийся как хлеб фитнес, он мне всегда нравился так как со злаками. Придя домой и распаковав хлеб для ужина я обнаружил на нем плесень. При этом все кусочки хлеба были ей покрыты.РЕКЛАМАЛишь когда я увидел этот ужас я обратил внимание на дату изготовления на специальном пластиковом замочке. Хлеб был изготовлен 24.10.2015. На самой упаковке имелась магазинная наклейка с датой 25.10.2015, но, самое важное, хлеб я этот купил 27.10.2015. По меньшей мере трое суток пролежал хлебушек на прилавке Пятерочки.Это кроме как халатностью назвать нельзя. Вместо того, что бы убрать скоропортящийся товар они продолжают его продавать дабы извлечь максимальную выгоду для себя. А как быть мне? Мало того, что остался без хлеба на ужин так еще и покормил дядю предпринимателя. Про овощи, фрукты я уже молчу, картофель зачастую гнилой, словно не для людей а на корм скоту, апельсины мягкие, толстокорые, виноград ощипанный вялый, бананы в жутких черных пятнах.Примеры фото испортившихся продуктов непосредственно в магазине:Более чем очевидно, что все магазины Пятерочка просто завалены некачественными продуктами, теперь этот магазин больше похож на магазин для нищих, только цены не соответствуют качеству и явно завышены. Вот пример того, какой йогурт можно купить в сети Пятерочка:Крышка стаканчика не была надорвана, йогурт вроде был нормально запечатан. Фото было сделано сразу после открытия йогурта в день покупки. В магазинах Пятерочка обслуживание стало намного хуже. В супермаркете возле моего дома имеется три кассы, но зачастую работает только одна, при этом вечером, когда идущие с работы люди забегают в магазин за продуктами. Придя в магазин я почти каждый раз не обнаруживаю ценников на всякие товары, настолько их часто убирают и меняют. Буквально вчера, когда покупал хлеб с плесенью обратил внимание, что на большую часть колбас отсутствуют ценники. Я поинтересовался, по чему их нет? На что мне ответили, что производиться индексация и ни кто вам точную цену не скажет. Понятно ведь какая индексация, в сторону увеличения цены. Реально уже достали эти ежедневные скачки цен, ни когда не знаешь сколько денег с собой брать. И не устают же бумагу переводить и пересчитывать (обсчитывать). Одним словом испортилась сеть супермаркетов Пятерочка. Контроля за оборотом и качеством продуктов не заметно со стороны государства. Пичкают нас всякими отбросами, за то все самое лучшее в виде гуманитарки сотнями камазов везут в ЛНР и ДНР и всем тем, к то в нашей помощи нуждается. Руководители ""великой"" России, хватит кормить и помогать всем подряд за бугром, откройте ваши глаза залитые нефтяными долларами, народ ваш страдает...";2;3;2;3;4;2;НЕТ
https://otzovik.com/review_4868152.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Отдаю предпочтение другим магазинам";05.05.2017;шаговая доступность;Неправдивые ценники, странные акции;"Год назад в нашем городе появились магазины сети ""Пятерочка"". Сначала было все относительно понятно и честно о отношению к нам, покупателям. Но в последнее время на кассе часто стали поджидать очень неприятные сюрпризы. Это касается ""неправдивых"" ценников. Цена указана ниже, чем оказывается при оплате.Насчет акций. Зачастую акционный товар просто отсутствует, или быстро закончился, так как его очень мало.А еще мы несколько раз попадали на просроченный товар, так что будьте бдительны при выборе, обязательно смотрите даты.Мне приходится заходить в Пятерочку, так как он в ""шаговой доступности"", но когда время позволяет, я отдаю предпочтение другому магазину.";3;4;3;3;3;1;НЕТ
https://otzovik.com/review_1026859.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - В целом неплохо!";09.05.2014;Просторно, много акций, недорогие товары.;Нет некоторых товаров, товары без ценников, взвешивание овощей на кассе.;"Магазин в шаговой доступности от дома. Большой выбор товаров по низким ценам. Есть возможность платить по карточке. Есть банкомат прямо в магазине (Сбербанк).РЕКЛАМАмножество интересных непродовольственных товаров встречается. Редко удается удержаться, чтобы не купить что-нибудь ненужное.Часто проводятся акции, есть скидки.Продается много товаров, цена на которые очень низкая (товары ""Красная цена"").Есть возможность проехать с коляской, пространства достаточно.Из минусов: бывают просроченные товары, бывают товары без ценников:Еще один минус - овощи и фрукты взвешиваются прямо на кассе, то есть нет возможности прикинуть заранее, сколько денег нужно будет готовить на кассе.Еще минус: сегодня искала наггетсы ""Мираторг"" - не нашла. Потом стала искать просто вареники с творогом - тоже не нашла. Расстроилась.В общем, и хорошего много, и плохого много. Но все равно туда иногда ходим.";4;4;5;2;4;4;ДА
https://otzovik.com/review_5105588.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - слов нет, одни эмоции";07.07.2017;много акций, продуктов тухлых не встречала - это действительно плюс;"неразбериха с ценниками, могут пробить другой товар и ""забыть"" про скидку";"Здравствуйте! Сегодня хочу написать свой отзыв о сети магазинов ""Пятерочка"".И положительным он не покажется, увы.Вообще, к магазинам ""Пятерочка"" у меня раньше особо претензий не было. Разве что ряды с товаром стояли в некоторых из них слишком близко друг к другу (как сейчас понимаю, с коляской уже ни с кем не разойтись, но в то время детей не имела), ну и постоянно непонятки с ценой. Под товаром стоит одна цена - присмотришься, рука уже тянется, да что-то бывает приглядишься, а нет - цена-то совсем на другой товар указана.Это все меня впрочем мало волновало. Но сейчас у меня несколько иной статус - теперь, когда иду в магазин, беру с собой два маленьких довеска, и один из них обычно в коляске едет. Корзинка для продуктов, как вы понимаете в зубах (почти в прямом смысле слова).РЕКЛАМАИ вот однажды в магазине у нас рядом с домом осуществили мы свой поход и подошли к кассе. Стою я таким образом в очереди (один за руку, другой в коляске, корзинка почти в зубах), и тут старший и говорит: ""Мама, я хочу вот это"" и показывает на некое пластмассовое яичко. Под яичком смешная цена в 30 рублей, проблема лишь в том, что ценник и эти треклятые яйца на нижней полке стоят, и я особо не вижу, что там за ценники... Ну мы и взяли... два, от щедроты души своей!Несмотря на скидку, сумма получилась какая-то полновесная, но я списала на какую-нибудь закончившуюся акцию одного из продуктов. Мол, число в журнале не так разглядела и схватила, а цена-то уже и не акционная. Да еще время к обеду, мелкий уже капризничает, хочет спать, а в него бы в идеале еще успеть обед впихнуть...В общем дома глянула я в чек и обомлела: яичко стоит ни много ни мало - 192р. Каждое!В нем ничего нет, кроме железной маленькой машинки. Машинка красивая. Яичко пластмассовое...Я себе представила, сколько деток сегодня и завтра еще вот так же попросит маму у кассы, когда торопишься и ничего не соображаешь, вот так же купить это яйцо за 30р.Вечером муж отпустил меня в спортзал, и я понеслась в магазин. К сожалению, сел телефон. Но я демонстративно перед носом у кассира сделала вид, что щелкнула камерой и пошла искать администратора. Естественно, ничего не показывая, начала блефовать, что я сфотографировала ценник и товар, и если только сейчас же ситуация со сменой ценника не изменится, пусть мне деньги возвращают за эти два яйца (разницу в цене). Хотя ничего не взяла с собой, конечно, ну как я игрушку у сына отниму теперь?Передо мной долго извинялись, сказали, что ""не знают, как этот товар вообще у кассы появился, не говоря уж о ценнике"". И все равно в этом магазине то ценники отсутствуют, то перемешаны... Я понимаю, что у них дикая текучка кадров и ужасная работа, но простите, у каждого своя профессия. Я в своей делаю что могу и пытаюсь помочь своим ученикам бывает и не только с уроками, но и в решении проблем разного рода... А иногда и их родителям психолог требуется... И все это и в выходные и в праздники... 8 лет до рождения детей как-то работала, хотя иногда и трудно было...Но это я что-то увлеклась... продолжу о магазине. Зашли мы туда в ""семейную среду"", на все товары, кроме акционных скидка 10%, для всех, кто пришел с детьми до 12 лет (с 9.00-17.00).Закупились мы на 415р., отходим от кассы, и тут я (на сей раз как умная)), решила посмотреть: сделали нам скидку или нет. Смотрю: итог есть, скидка не указана. Подхожу разбираться. Мне в ответ кассир - ""Ой, я что-то забыла совсем"", и подает мне из кассы 20р. Я в изумлении: ""А скидка разве не 10%?"". В ответ мне кассир выдает, глядя на чек: ""Да, 10, а сколько это получится?""У меня нет слов, одни эмоции. Женщина сидит на кассе, не знает сколько будет 10% от 415р.Когда я ей сказала, сколько), она мне без слов с извинениями все выдала. Дорогие мои, это очень хорошо, что вы умеете признавать свою неправоту, грубости и хамства я в свой адрес не слышала, но что же такое ужасное творится в магазине ""Пятерочка"", если работать там некому? Ну а как объяснить тогда наличие кассира, не умеющего вычислить 10% от суммы чека? Или то, что товар расставляется как попало?Более того. поехали мы с детьми к бабушке в Красные Баки на пару недель и там тоже заглянули в этот магазин. На выходе (у меня мама ревизор бывший, чеки всегда проверяет) выяснилось, что морковь нам взвесили по цене картофеля. прямо в чеке вместо моркови картошка пробита, которой вообще не брали. Акционная колбаса, которую нас уговорили взять продавцы из зала прошла совсем по другой цене (ее потом приняли назад). и уж, конечно, в зубах навязну, но и там некому было расставить и согласовать товар с ценниками... Значит налицо опять нехватка рабочей силы, и минус большой руководству сети магазинов ""Пятерочка"".Магазин я рекомендовать не хочу, хотя сама туда и хожу, и понимаю, что многие люди будут все равно отовариваться там, так как эконом-класс(а точнее, большое количество акций) привлекает. Просто хочу посоветовать: внимательно изучайте чеки сразу после покупки. В этом магазине обманут на раз-два... В моей жизни, по крайней мере, уж слишком много подобных случаев за последнее время.";3;5;4;5;3;2;НЕТ
https://otzovik.com/review_389222.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Если надо докупить что-то простое, хороший выход.";26.02.2013;Дешево, рядом.;Есть не все.;"Закупаться продуктами и бытовой химией я предпочитаю раз в неделю в магазинах ""Ашан"" и ""Твой Дом"", ибо выгода очевидна. Тем не менее, иногда бывает так, что я забываю что-то положить в корзину, а ехать на неделе в район МКАДа ради одной-двух вещей совсем нерационально, поскольку бензина сгорит на сумму, куда больше сэкономленной.РЕКЛАМАМожно конечно зайти в ближайший ""Седьмой Континент"" или ""Алые Паруса"", что порой, к сожалению, и приходится делать, но, если есть возможность, я всегда иду в Пятерочку.Преимущество одно - цены. Теперь о том, что там можно купить.Овощи-фрукты частенько выглядят непривлекательно, но порой бывают и нормальные. Хлеб - есть не только простой белый и черный, но и 8 злаков, например. В молочном отделе есть пара сортов нежирного сыра и обезжиренный творог. Неплохой выбор кондитерских изделий, если нужно. Всякие орехи и т. п. тоже имеются. В алкогольном отделе периодически встречаю очень неплохое вино - в том числе итальянское.Чего нет - сырого мяса и рыбы, а также различных готовых салатов. Брал когда-то мороженное рыбное филе - качество не на высоте и костей хватало.Да, публика в этом магазине очень примечательная: запросто можно встать в одну очередь с вооруженной советской сумкой на колесах бабулькой, бомжом, гастарбайтером и колоритным гопником в спортивном костюме:)";4;3;4;3;5;4;ДА
https://otzovik.com/review_182534.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - В последнее время совсем не радует нас ни ценами, ни обслуживанием!";29.02.2012;Недалеко от дома!;Очень много!;"Когде еще находилась в интересном положении, любила ходить в магазин ""Пятерочка"". Магазин располагается недалеко от нашего дома, и тогда очень радовал ценами и качеством продуктов, да и обслуживание было достойное.Очень нравились различные акции по распродажам и скидкам, а товары под маркой ""Красная цена"" приятно удивляли своими низкими ценами, и достойным качеством, конечно!Но в последнее время почему-то мне очень не нравится, как работает этот магазин. Цены стали мало отличаться от остальных магазинов, а качество обслуживания просто ужасное! То кассир пробьет лишний товар, то цена в чеке не совпадет с ценником, то совсем ценников на товары отсутствуют!Все время нераспакованные коробки по всему залу, часто встречаются просроченне товары на полках - полное безобразие! Совсем не хочется ходить туда и что-либо покупать!";3;3;3;2;4;2;НЕТ
https://otzovik.com/review_51979.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Сейчас он называется ""Универсам удачных покупок"", а таких ли удачных...?";17.02.2011;Близко расположен, система скидок;Сплошное надувательство, большие очереди, просроченные продукты;"Да, зададим вопрос: такими ли ""удачными"" оказываются товары, приобретенные на прилавках нашей ""Пятерочки""? и что ожидает покупателя, прежде чем он отправится домой с долгожданными покупками. Да-да, долгожданными! Ведь с момента входа в магазин, до момента выхода из него проходит порой от 20 до 30 минут, даже если просто заскочишь, к примеру, за баночкой кофе. А как хотелось бы это время дополнительно посвятить семье, да те же пеленки погладить, в конце концов.РЕКЛАМАПереношусь мысленно в магазин. Новая вывеска ""Универсам удачных покупок"" выполнена в тех же тонах. По-видимому, размещение старой стало слишком дорого оплачивать...Звучит оптимистичнее! Может и внутри что-то поменялось? К моему глубочайшему сожалению - нет!Работает одна касса, у которой все-та же очередь! Настроение заметно падает. Первая задача: нужно найти свободную ячейку для пакета, а они, как обычно, в самых верхних или самых нижних рядах, остальные, извините, не рабочие или ключ заедает, или номера нет на ключе...Иду к необходимым продуктам: первое в списке - молоко.Чтобы ""удачно"" купить молоко, нужно перелопатить все тетрапаки. Имейте ввиду, что в первом ряду стоят упаковочки, где срок годности до сегодняшнего дня или даже до... вчерашнего. Но этот сюрприз в ""Универсаме удачных покупок"" я уже знаю, поэтому усердно копаюсь в последних рядах.Сок ""Агуша"" (яблоко и морковь) - 33р. с копейками, берем. Идем дальше... Жарко... Под ногами путаются покупатели. Нужен сахар. Место, где он обычно стоит - пустует. Ах, да, оно же и вчера пустовало, и... позавчера.Мелькают ценники со скидками, сегодня со ""скидкой"" в бывшей ""Пятерочке"" ничего брать не хочется. Наверняка кассир, как обычно, пробьет его без скидки, а ты заметишь это только дома. Ведь не всегда внимательно проверяешь каждый продукт у кассы, где пыхтит эта злая очередь (быстрее бы уж выйти отсюда!)Так, что еще? хлеб, колбаса... Ну уж нет!Хлеб - в булочной.Колбаса - через дорогу.Стою в очереди... И вот я у кассы. Опять другая кассир, вполне вежливая, но немного неопытная, хотя некоторым ""приёмам"" уже обученная...К чему я все это? Нет, я не хочу призывать - не ходите в этот магазин! или что-то вроде: это сплошное надувательство!... просто за неимением поблизости более лучшего магазина, приходится ходить в так называемый ""Универсам удачных покупок"", а работники там ведь тоже люди, которым свойственно пытаться делать свою работу более прибыльной, хитрить, ошибаться, в конце концов, и тд. и тп.Просто хочется высказаться, и напомнить, таким же как и я, покупателям: будьте осторожнее. Смотрите внимательнее, сколько раз пробивает кассир товар. Проверяйте ваши чеки у кассы. Сок "" Агуша"" оказался 34 руб. с копейками. По словам кассира, ""работники торгового зала просто не успели поменять ценники"".Может это все и мелочи, на которые попросту не стоит обращать внимание, но из-за них иногда складывается очень негативное впечатление о сети магазинов ""Пятерочка"", а настроение ниже нуля опускается... Будьте бдительны, и удачных вам покупок!";3;3;3;3;5;1;НЕТ
https://otzovik.com/review_5031411.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - отвратительное место";17.06.2017;низкие цены, программа лояльности;эконом-класс, огромные очереди, тех. перерыв в 12 ночи, просроченный товар на прилавке;"Я живу в замкадье, в небольшом тихом райончике, где не так давно не было ни одного магазина самообслуживания, и даже за какой-нибудь пиццей быстрого приготовления приходилось ехать в пределы МКАД, не говоря уже о колготках или косметике. С недавних пор ситуация несколько изменилась, но не могу сказать, что к лучшему.Нас настигло ""благоустройство по-собянински"": появилось несколько сетевых магазинов, а их конкурентов в виде ларьков снесли. Откровенно говоря, не думала, что нашего района это коснётся, но, к сожалению, ошиблась. В тех ларьках продавались очень хорошие, качественные продукты, фрукты и овощи.Из сетевых магазинов открылись Магнит, Верный и Пятёрочка. К Магниту я и близко не подхожу, это просто помойка. В Верный иногда заглядываю, но ассортимент там небогатый. Пятёрочка - наименьшее из зол, но от этого не легче. Глобально я предпочитаю закупаться в другом магазине, в гипермаркете, и езжу туда принципиально ночью по причине отсутствия людей и очередей. Но всем невозможно закупиться заранее, всё равно приходится совершать покупки рядом с домом, и пока приходится пользоваться Пятёрочкой (с нетерпением жду открытия Перекрёстка в соседнем районе).РЕКЛАМАИз плюсов: на многие продукты действительно низкие цены, хотя это одновременно и минус. Недавно выпустили накопительную карту Пятёрочка, но здесь для меня лично ситуация двойственная. Также могу отметить именно про мой ближайший магазин: относительно просторное помещение, в том смысле, что оно просторное, но учитывая толпы, которые туда ломятся, чувство комфорта и не снилось.Далее речь пойдёт о минусах.Во-первых, это совершенно ужасная организация работы магазина в целом. На кассе всегда огромные очереди. По крайней мере я считаю, что если передо мной больше 2 человек, то это много. Особенно, если эти люди делают большие покупки. В Пятёрочке же действует правило, что дополнительная касса открывается при наличии в очереди 7 и больше человек. В моём понимании это издевательство. Второй момент - это технический перерыв в 12 ночи. Я не знаю, какой идиот это придумал, во всех нормальных круглосуточных заведениях перерыв между 4 и 6 утра, когда людей нет. В 12 ночи в Москве ещё есть поток покупателей, работает единственная касса, которая закрывается, затем полчаса перерыв, скапливается огромная очередь, которая рассасывается до 01:00-01:30. Следовательно, только после этого времени и до утра в магазине не бывает очередей. В остальных случаях - не протолкнуться.Следующий минус - это то, что магазин принадлежит к классу эконом. Из этого следует, что там продаются только дешёвые товары, максимум средних цен. А я иногда люблю себя побаловать чем-то более дорогим, а некоторые дорогостоящие товары для меня покупать в порядке вещей. Например, те же пельмени и вареники Цезарь: пельмени через раз ещё бывают, а вареники - никогда. Я беру дорогой бекон, дорогую копчёную колбасу: дешёвое просто не ем. Пятёрочка не предоставляет в своём ассортименте таких товаров. К тому же, наличие низких цен всегда привлекает не очень приятный контингент. В Пятёрочке в порядке вещей, что сзади в очереди кто-то дышит перегаром, толкает в спину тележкой, а недавно и бомж пришёл. Я, конечно, понимаю, что они тоже люди, и им надо что-то есть. Не знаю, как всё это должно быть организовано, но определённо не в порядке общей очереди.Сомнительно и качество товара: много раз встречала просрочку. Говорят, что если купить в Пятёрочке просроченный товар, то его бесплатно обменяют на такой же годный. Не могу ничего об этом сказать - просрочку покупать не пробовала, я всегда внимательно смотрю сроки на скоропортящихся продуктах типа молочки, сосисок или пирожных.Недавно Пятёрочка выпустила накопительную карту, и начала проводить акции для держателей. Меня убила акция ""Семейная среда"". Она заключается в том, что все, кто приходит в Пятёрочку в среду с детьми, получают скидку. Теперь я к ним в среду точно не пойду, потому что я не люблю детей. Нет, мне в общем и целом они безразличны, но в общественных местах (тем более в огромных очередях в Пятёрочке, где и мне хочется кричать от негодования, а уж дети себя не сдерживают) многие вести себя не умеют. Так уж случилось, что я не выношу высокий тембр голоса даже у взрослых людей, поэтому детские визги меня раздражают. Так как я взрослый человек, я по возможности сдерживаю себя, если происходящее не переходит все возможные границы, но настроение гарантированно портится. Я не понимаю, почему бы не сделать акцию на скидку для тех, кто приходит БЕЗ детей? Ведь всем вокруг от этого было бы только комфортнее. Да, впрочем, неважно. Скоро рядом откроют Перекрёсток. Я готова переплачивать, лишь бы было приятнее находиться в магазине.Магазин Пятёрочка скорее не рекомендую. Я ориентируюсь на свои приоритеты: для меня собственный комфорт важнее низких цен. Если Вам важнее низкие цены, то, возможно, этот магазин Вам понравится. Выводы делайте сами.";3;3;4;1;5;1;НЕТ
https://otzovik.com/review_3855867.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Магазин как магазин!)";03.10.2016;Ценовые спецпредложения. Ассортимент.;Есть парочка, но они решаемы.;"Сегодня проходила по улице Малышева мимо ""Пятёрочки"" и, вспомнив негативные отзывы про эту сеть, решила зайти и посмотреть что там не так. У магазина парковочка для велосипедистов.При входе стойка с ячейками для сумок, чисто.Помещение не большое, товар расположен плотно, но в проходах никто не толкается.Есть кулинария с готовыми блюдами.Куча спецпредложений, на соки, на детскиое питание, целые стенды с акциями.Но не всё так благоролучно, были и минусы. В зале насчитала шесть корзин с пустыми коробками, все не буду выкладывать здесь, и так понятно, что они там лишние.И ещё вот такая лужа на полу.Взяла яблоки и гречу, на кассе отбили ровно столько, сколько было указано на ценниках, никакого обмана. Если бы рядом с моим домом был магазин этой сети, ходила бы смело, честное слово! Всем нужных покупок!)";4;4;4;4;4;4;ДА
https://otzovik.com/review_3686485.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - выручает постоянно.";24.08.2016;постоянные скидки, доступные цены. большой выбор;нет;"Так как я живу не в самом городе, то у нас в основном не было больших торговых центров, а так же сетей магазинов. А были самые обычные продуктовые магазины в которым цены на продукты были довольно высокие. А не так давно в нас открыли целых два магазина ""Пятерочка"". Раньше я ходила в эти магазины, но только когда была в самом городе.РЕКЛАМАИ за небольшой период они у нас стали самыми посещаемыми, да это ведь и понятно. Ведь в данной сети действительно предлагаются товары по доступной и приемлемой цене. А еще у них проводятся постоянные скидки и акции о которых можно узнавать уже заранее по специальным журналам, которые выпускает данная сеть.И цены по этим самым акциям действительно ниже чем в других магазинах. По этому я уже стала выбирать себе нужные продукты именно из акций.И таким образом наш семейный бюджет стал значительно экономиться. По этому Пятерочка действительно выручает и это теперь моя самая любимая сеть магазинов.";5;5;5;5;5;5;ДА
https://otzovik.com/review_2408026.html;"Отзыв: Сеть магазинов эконом-класса ""Пятерочка"" (Россия) - Эконом класс, что еще сказать";10.09.2015;Хорошие акции;Плохое обслуживание, из-за того что низкие зарплаты у людей;"Доброго времени суток, дорогие читатели отзовика!Может мы становимся старше, может кризис на нас сказывается, но мы все чаще и чаще ищем или ждем акции в разных магазинах, чтобы купить дешевле. Экономичность наконец-то стала проявлятся. Вот к тому же открылось у нас неподалеку пара магазинов ""Пятерочка"", которая позиционируется как эконом-класс, ну действительно цены там не пугают, пугает только качество некоторых продуктов, правда вот в тех же магазинах ""Кировский"" продукты качеством отличаются еще в худшую сторону.РЕКЛАМАИз двух зол выбираем меньшее, а теперь еще и журнальчики берем в магазине этом, что бы узнать о предстоящих акциях, которые действительно выгодные, главное по пути ничего лишнего не купить, а то получится что не сэкономили а больше потратили, ведь стоимость скидки делится на остальные продукты питания, маркетинг как никак.Я еще не натыкался на продукты откровенно плохого качества в наших магазинах, так что ничего плохого сказать не могу, в целом я пока доволен.";4;4;5;3;5;3;ДА
